Gender,Age,Area,Income,Feature,Brand,NumberOfDevices,Preference,Heard,ShoppingOnline,Unlock
Male,28,suburban,$100.000 to $150.000,Durability,None of these,,Brand,Yes,50,Conventional key
Male,25,suburban,$25.000 to $50.000,Durability,None of these,,Price,Yes,71,Bluetooth
Male,34,suburban,$50.000 to $75.000,Quality,Nest,5-10,Price,Yes,62,Bluetooth
Female,44,suburban,$75.000 to $100.000,Price,Loxone,1-5,Safety,No,25,Biometrics - photo
Female,28,rural,$150.000 or More,Price,Loxone,5-10,Brand,No,53,Conventional key
Male,34,suburban,$50.000 to $75.000,Friend’s recommendation,None of these,,Price,Yes,53,Conventional key
Male,29,suburban,$50.000 to $75.000,Safety,None of these,,Remote Access,Yes,,Bluetooth
Female,37,urban,$50.000 to $75.000,Durability,Loxone,,Brand,Yes,,Remote unlock by application
Male,40,suburban,$150.000 or More,Friend’s recommendation,None of these,,Price,Yes,31,Biometrics - fingerprint
Female,32,rural,Less than $25.000,Safety,Google Home,1-5,Remote Access,No,39,Remote unlock by application
Female,21,suburban,$50.000 to $75.000,Convenience,Nest,5-10,Price,No,80,Remote unlock by application
Male,32,rural,$75.000 to $100.000,Durability,None of these,,Brand,Yes,,NFC
Female,28,rural,$25.000 to $50.000,Price,Amazon Alexa,>15,Safety,Yes,30,NFC
Male,27,suburban,Less than $25.000,Price,Fibaro,1-5,Safety,No,42,Remote unlock by application
Female,28,suburban,$75.000 to $100.000,Friend’s recommendation,None of these,,Safety,No,,NFC
Female,33,urban,$100.000 to $150.000,Brand,None of these,,Smart Features,No,36,Remote unlock by application
Female,34,urban,$100.000 to $150.000,Convenience,Amazon Alexa,,Safety,Yes,,Biometrics - photo
Male,39,suburban,$75.000 to $100.000,Brand,None of these,,Safety,No,38,Biometrics - photo
Male,33,rural,$25.000 to $50.000,Safety,None of these,,Price,Yes,38,Biometrics - fingerprint
Female,24,urban,Less than $25.000,Price,Google Home,>15,Safety,Yes,52,NFC
Male,29,suburban,$100.000 to $150.000,Convenience,Apple Home Kit,>15,Smart Features,Yes,30,Remote unlock by application
Female,29,urban,$150.000 or More,Packaging,Apple Home Kit,5-10,Remote Access,Yes,20,Remote unlock by application
Female,33,urban,$50.000 to $75.000,Packaging,Amazon Alexa,10-15,Safety,Yes,33,Remote unlock by application
Male,38,urban,$100.000 to $150.000,Quality,Nest,5-10,Remote Access,No,42,Remote unlock by application
Male,42,urban,$75.000 to $100.000,Price,None of these,,Remote Access,No,23,Bluetooth
Female,35,urban,$150.000 or More,Quality,Loxone,1-5,Remote Access,Yes,32,Remote unlock by application
Male,36,rural,$100.000 to $150.000,Safety,Loxone,1-5,Remote Access,Yes,25,Remote unlock by application
Female,40,urban,$25.000 to $50.000,Brand,Google Home,5-10,Safety,No,39,Remote unlock by application
Male,26,suburban,$100.000 to $150.000,Price,Apple Home Kit,10-15,Smart Features,No,60,Biometrics - fingerprint
Male,40,rural,$50.000 to $75.000,Brand,None of these,,Price,Yes,43,Remote unlock by application
Male,31,rural,$150.000 or More,Price,Loxone,1-5,Remote Access,No,54,Remote unlock by application
Male,21,suburban,$25.000 to $50.000,Friend’s recommendation,Google Home,>15,Remote Access,Yes,55,Remote unlock by application
Female,33,urban,Less than $25.000,Safety,None of these,,Price,Yes,43,Conventional key
Female,31,suburban,$150.000 or More,Packaging,None of these,,Safety,No,36,Conventional key
Female,36,suburban,$100.000 to $150.000,Friend’s recommendation,None of these,,Safety,Yes,24,Remote unlock by application
Male,36,urban,$25.000 to $50.000,Price,Amazon Alexa,>15,Safety,Yes,30,NFC
Female,39,rural,$25.000 to $50.000,Convenience,Google Home,1-5,Brand,No,30,Remote unlock by application
Female,32,suburban,$100.000 to $150.000,Quality,Google Home,,Price,Yes,,Biometrics - fingerprint
Female,32,suburban,$150.000 or More,Packaging,None of these,,Smart Features,No,44,Bluetooth
Female,34,urban,$150.000 or More,Convenience,None of these,,Brand,Yes,17,Remote unlock by application
Female,36,urban,$50.000 to $75.000,Price,Apple Home Kit,5-10,Smart Features,Yes,29,NFC
Female,27,urban,$50.000 to $75.000,Durability,Apple Home Kit,5-10,Brand,No,31,Biometrics - fingerprint
Male,27,suburban,$75.000 to $100.000,Friend’s recommendation,Fibaro,1-5,Smart Features,No,32,Biometrics - fingerprint
Male,37,rural,$25.000 to $50.000,Price,None of these,,Safety,No,19,NFC
Female,35,urban,$75.000 to $100.000,Safety,Loxone,5-10,Smart Features,No,39,NFC
Male,37,urban,$75.000 to $100.000,Safety,None of these,,Safety,No,30,Conventional key
Female,34,suburban,$50.000 to $75.000,Brand,None of these,,Brand,Yes,32,Biometrics - photo
Male,33,urban,$50.000 to $75.000,Price,None of these,,Brand,Yes,36,Remote unlock by application
Male,32,urban,$100.000 to $150.000,Friend’s recommendation,Nest,1-5,Brand,Yes,33,Conventional key
Male,43,suburban,$25.000 to $50.000,Quality,Amazon Alexa,5-10,Remote Access,Yes,21,Remote unlock by application
Male,32,urban,$50.000 to $75.000,Convenience,None of these,,Smart Features,Yes,35,Bluetooth
Female,31,urban,$100.000 to $150.000,Quality,Apple Home Kit,5-10,Safety,Yes,45,NFC
Female,31,suburban,Less than $25.000,Friend’s recommendation,None of these,,Remote Access,No,66,NFC
Male,34,suburban,$25.000 to $50.000,Friend’s recommendation,Loxone,1-5,Safety,No,20,Biometrics - eyescan
Male,29,rural,$50.000 to $75.000,Convenience,None of these,,Price,Yes,65,Bluetooth
Female,29,urban,$25.000 to $50.000,Quality,Amazon Alexa,>15,Safety,Yes,41,NFC
Male,21,rural,$75.000 to $100.000,Safety,Apple Home Kit,10-15,Brand,Yes,63,Bluetooth
Male,34,urban,$150.000 or More,Packaging,None of these,,Safety,No,31,Biometrics - fingerprint
Male,34,rural,$75.000 to $100.000,Price,None of these,,Brand,Yes,47,Bluetooth
Male,29,rural,Less than $25.000,Durability,None of these,,Safety,Yes,48,Biometrics - fingerprint
Male,45,suburban,$100.000 to $150.000,Price,Google Home,1-5,Remote Access,No,24,Biometrics - fingerprint
Female,26,suburban,$100.000 to $150.000,Price,None of these,,Smart Features,No,55,Conventional key
Female,22,suburban,$75.000 to $100.000,Convenience,None of these,,Price,Yes,68,Conventional key
Female,34,suburban,$50.000 to $75.000,Brand,Amazon Alexa,>15,Price,Yes,27,Conventional key
Female,36,urban,$50.000 to $75.000,Quality,Loxone,5-10,Safety,Yes,33,Conventional key
Female,27,urban,$100.000 to $150.000,Quality,None of these,,Safety,No,44,NFC
Female,28,urban,Less than $25.000,Safety,Fibaro,5-10,Safety,Yes,22,NFC
Male,31,suburban,$75.000 to $100.000,Price,Google Home,,Price,Yes,,NFC
Female,29,rural,$150.000 or More,Packaging,None of these,,Price,No,27,Conventional key
Male,21,suburban,$75.000 to $100.000,Friend’s recommendation,Google Home,10-15,Safety,No,70,Biometrics - eyescan
Female,34,urban,$150.000 or More,Quality,Nest,5-10,Brand,No,35,Biometrics - fingerprint
Female,34,suburban,$25.000 to $50.000,Friend’s recommendation,Nest,10-15,Remote Access,Yes,44,Bluetooth
Male,41,urban,$50.000 to $75.000,Durability,Nest,1-5,Smart Features,Yes,21,NFC
Male,27,rural,$75.000 to $100.000,Safety,None of these,,Safety,No,49,Conventional key
Female,44,urban,$50.000 to $75.000,Friend’s recommendation,None of these,,Price,Yes,,Conventional key
Male,31,urban,$50.000 to $75.000,Convenience,Amazon Alexa,5-10,Smart Features,No,25,Conventional key
Female,31,urban,$75.000 to $100.000,Packaging,None of these,,Safety,No,48,Conventional key
Female,28,suburban,$75.000 to $100.000,Safety,Loxone,,Smart Features,No,,Conventional key
Female,34,urban,$25.000 to $50.000,Brand,None of these,,Brand,No,35,NFC
Female,32,suburban,$25.000 to $50.000,Packaging,Google Home,5-10,Price,Yes,38,Conventional key
Male,32,urban,$25.000 to $50.000,Price,None of these,,Price,Yes,33,Conventional key
Female,36,urban,$150.000 or More,Safety,Loxone,1-5,Brand,No,25,Biometrics - photo
Male,25,suburban,$25.000 to $50.000,Durability,None of these,,Remote Access,No,51,Remote unlock by application
Male,35,rural,Less than $25.000,Brand,None of these,,Price,Yes,39,Biometrics - fingerprint
Female,40,suburban,$150.000 or More,Durability,Fibaro,1-5,Smart Features,No,15,Biometrics - eyescan
Male,28,urban,$50.000 to $75.000,Safety,Amazon Alexa,5-10,Safety,No,51,NFC
Female,27,suburban,$150.000 or More,Quality,Apple Home Kit,10-15,Price,No,50,Biometrics - fingerprint
Male,36,urban,$100.000 to $150.000,Friend’s recommendation,Nest,1-5,Smart Features,Yes,49,Biometrics - photo
Female,35,urban,$150.000 or More,Quality,Nest,1-5,Brand,No,19,Remote unlock by application
Male,36,suburban,Less than $25.000,Price,Fibaro,1-5,Price,Yes,29,Conventional key
Female,26,rural,$25.000 to $50.000,Friend’s recommendation,None of these,,Smart Features,Yes,41,Remote unlock by application
Male,27,rural,$150.000 or More,Safety,None of these,,Price,No,35,Conventional key
Female,28,rural,$75.000 to $100.000,Safety,Apple Home Kit,,Price,Yes,,Biometrics - eyescan
Female,25,suburban,$75.000 to $100.000,Quality,Loxone,1-5,Remote Access,No,58,Remote unlock by application
Female,48,rural,$25.000 to $50.000,Quality,Google Home,5-10,Safety,Yes,21,Remote unlock by application
Male,33,urban,$25.000 to $50.000,Price,None of these,,Price,Yes,31,Remote unlock by application
Female,28,suburban,$50.000 to $75.000,Convenience,None of these,,Smart Features,No,,Biometrics - fingerprint
Male,39,suburban,$50.000 to $75.000,Price,Apple Home Kit,>15,Brand,Yes,27,Bluetooth
Male,35,urban,$100.000 to $150.000,Quality,Google Home,5-10,Safety,Yes,26,Biometrics - photo
Male,24,urban,$150.000 or More,Friend’s recommendation,None of these,,Safety,Yes,74,Biometrics - fingerprint
Female,32,suburban,Less than $25.000,Price,None of these,,Price,No,38,Biometrics - photo
Female,32,urban,$150.000 or More,Brand,None of these,,Brand,No,61,Biometrics - fingerprint
Female,40,urban,Less than $25.000,Durability,None of these,,Price,Yes,15,Biometrics - photo
Female,29,urban,Less than $25.000,Durability,None of these,,Brand,No,27,Biometrics - eyescan
Male,35,suburban,Less than $25.000,Safety,None of these,,Smart Features,No,46,Remote unlock by application
Female,32,suburban,Less than $25.000,Safety,Fibaro,5-10,Remote Access,Yes,55,Biometrics - photo
Male,35,rural,$50.000 to $75.000,Packaging,None of these,,Smart Features,No,,Biometrics - fingerprint
Male,28,suburban,$50.000 to $75.000,Friend’s recommendation,None of these,,Brand,No,48,Biometrics - fingerprint
Female,35,rural,$25.000 to $50.000,Friend’s recommendation,None of these,,Safety,Yes,28,Conventional key
Female,40,urban,$25.000 to $50.000,Friend’s recommendation,Amazon Alexa,10-15,Remote Access,Yes,29,Remote unlock by application
Male,36,rural,$25.000 to $50.000,Brand,Fibaro,5-10,Safety,No,35,Conventional key
Female,36,urban,$50.000 to $75.000,Durability,None of these,,Safety,No,13,NFC
Male,37,rural,$75.000 to $100.000,Safety,Nest,10-15,Smart Features,No,28,Biometrics - fingerprint
Female,40,rural,Less than $25.000,Durability,Loxone,5-10,Price,No,36,Biometrics - fingerprint
Male,32,urban,$100.000 to $150.000,Durability,None of these,,Remote Access,Yes,49,Remote unlock by application
Female,32,rural,$150.000 or More,Durability,None of these,,Remote Access,No,17,Biometrics - photo
Female,30,urban,$150.000 or More,Safety,Loxone,1-5,Brand,No,36,NFC
Female,33,urban,$25.000 to $50.000,Safety,Google Home,10-15,Price,No,49,Conventional key
Male,27,suburban,$150.000 or More,Friend’s recommendation,Nest,,Smart Features,No,,NFC
Female,34,suburban,Less than $25.000,Durability,None of these,,Safety,Yes,20,Biometrics - photo
Male,39,urban,$50.000 to $75.000,Price,Loxone,1-5,Safety,No,36,NFC
Male,31,rural,$25.000 to $50.000,Price,None of these,,Smart Features,Yes,,NFC
Male,27,urban,$75.000 to $100.000,Quality,Nest,10-15,Smart Features,Yes,53,Remote unlock by application
Female,33,rural,$100.000 to $150.000,Friend’s recommendation,None of these,,Price,Yes,49,Biometrics - fingerprint
Female,27,rural,$50.000 to $75.000,Convenience,Apple Home Kit,5-10,Brand,No,55,NFC
Male,37,urban,$150.000 or More,Brand,Loxone,5-10,Brand,Yes,33,Biometrics - photo
Female,41,rural,$75.000 to $100.000,Price,Loxone,1-5,Safety,No,22,NFC
Male,35,urban,$25.000 to $50.000,Friend’s recommendation,Google Home,5-10,Price,Yes,29,Bluetooth
