Gender,Age,Area,Income,Feature,Brand,NumberOfDevices,Preference,Heard,ShoppingOnline,Unlock
Female,36,suburban,$75.000 to $100.000,Safety,None of these,,Price,Yes,51,Remote unlock by application
Female,31,suburban,Less than $25.000,Convenience,None of these,,Price,No,65,Conventional key
Male,29,rural,Less than $25.000,Price,Apple Home Kit,10-15,Price,Yes,68,Bluetooth
Male,34,rural,$100.000 to $150.000,Quality,Loxone,,Brand,No,,Biometrics - photo
Male,40,rural,$75.000 to $100.000,Quality,Google Home,>15,Safety,No,35,Biometrics - fingerprint
Female,27,urban,$75.000 to $100.000,Friend’s recommendation,Loxone,1-5,Remote Access,No,70,Remote unlock by application
Male,37,rural,$100.000 to $150.000,Quality,Loxone,1-5,Remote Access,No,54,Biometrics - photo
Male,40,suburban,$100.000 to $150.000,Brand,Fibaro,,Safety,Yes,,NFC
Female,34,urban,Less than $25.000,Price,Apple Home Kit,>15,Brand,Yes,50,Biometrics - fingerprint
Male,33,urban,$75.000 to $100.000,Friend’s recommendation,Google Home,10-15,Safety,Yes,70,Remote unlock by application
Female,39,urban,Less than $25.000,Durability,Loxone,10-15,Remote Access,No,53,Biometrics - photo
Male,38,suburban,$50.000 to $75.000,Brand,None of these,,Price,Yes,67,Conventional key
Female,29,urban,$50.000 to $75.000,Quality,Amazon Alexa,>15,Price,Yes,63,Biometrics - fingerprint
Male,35,suburban,$25.000 to $50.000,Durability,None of these,,Remote Access,No,49,Remote unlock by application
Female,32,urban,$50.000 to $75.000,Price,Loxone,,Smart Features,Yes,,Biometrics - eyescan
Male,24,urban,$25.000 to $50.000,Price,Google Home,1-5,Brand,Yes,68,Biometrics - fingerprint
Female,44,urban,Less than $25.000,Safety,None of these,,Price,Yes,44,Bluetooth
Male,34,suburban,$50.000 to $75.000,Friend’s recommendation,Loxone,1-5,Price,No,62,Biometrics - fingerprint
Male,33,urban,$50.000 to $75.000,Price,None of these,,Safety,No,44,Biometrics - photo
Male,36,urban,$50.000 to $75.000,Durability,None of these,,Price,Yes,34,Biometrics - eyescan
Male,38,urban,$50.000 to $75.000,Brand,None of these,,Brand,Yes,46,Conventional key
Male,47,suburban,$100.000 to $150.000,Quality,Apple Home Kit,,Brand,Yes,,Biometrics - eyescan
Male,38,rural,Less than $25.000,Durability,None of these,,Safety,No,37,Conventional key
Male,41,rural,$50.000 to $75.000,Convenience,Amazon Alexa,5-10,Price,Yes,35,Biometrics - fingerprint
Male,39,urban,Less than $25.000,Price,None of these,,Price,Yes,45,Remote unlock by application
Female,39,rural,$25.000 to $50.000,Durability,Nest,5-10,Price,Yes,54,Conventional key
Female,36,urban,$50.000 to $75.000,Quality,Nest,,Smart Features,Yes,,Biometrics - photo
Female,26,urban,$150.000 or More,Packaging,None of these,,Safety,Yes,64,Biometrics - photo
Male,42,suburban,$50.000 to $75.000,Quality,Loxone,5-10,Price,Yes,48,Biometrics - fingerprint
Female,28,suburban,$100.000 to $150.000,Safety,None of these,,Remote Access,No,58,Remote unlock by application
Female,34,suburban,$25.000 to $50.000,Packaging,Google Home,>15,Remote Access,Yes,62,Biometrics - eyescan
Female,34,urban,$50.000 to $75.000,Safety,Google Home,10-15,Price,Yes,58,Remote unlock by application
Female,28,urban,$75.000 to $100.000,Convenience,Apple Home Kit,10-15,Safety,Yes,55,NFC
Male,36,urban,$75.000 to $100.000,Quality,None of these,,Safety,Yes,37,Biometrics - fingerprint
Female,36,rural,$150.000 or More,Quality,Amazon Alexa,>15,Brand,Yes,53,Biometrics - eyescan
Male,35,urban,Less than $25.000,Safety,None of these,,Price,Yes,60,Remote unlock by application
Female,43,rural,$50.000 to $75.000,Convenience,None of these,,Safety,No,43,NFC
Female,38,urban,Less than $25.000,Durability,Nest,,Brand,Yes,,Biometrics - photo
Female,41,suburban,$25.000 to $50.000,Packaging,Google Home,1-5,Safety,No,38,Conventional key
Male,31,suburban,$100.000 to $150.000,Price,None of these,,Remote Access,Yes,28,Biometrics - eyescan
Male,37,urban,$25.000 to $50.000,Friend’s recommendation,Loxone,5-10,Safety,Yes,53,Biometrics - eyescan
Male,32,suburban,$50.000 to $75.000,Safety,None of these,,Brand,Yes,31,Conventional key
Male,24,suburban,$75.000 to $100.000,Convenience,None of these,,Safety,No,71,Biometrics - fingerprint
Male,25,urban,$150.000 or More,Durability,Amazon Alexa,1-5,Brand,No,68,Bluetooth
Female,30,urban,Less than $25.000,Safety,Nest,1-5,Remote Access,Yes,50,Biometrics - fingerprint
Female,42,rural,$50.000 to $75.000,Brand,None of these,,Safety,Yes,45,Biometrics - fingerprint
Male,30,urban,$50.000 to $75.000,Quality,None of these,,Safety,Yes,61,Biometrics - eyescan
Male,28,rural,$25.000 to $50.000,Friend’s recommendation,Amazon Alexa,,Remote Access,Yes,,Biometrics - photo
Female,38,suburban,$25.000 to $50.000,Durability,Google Home,10-15,Price,Yes,47,Remote unlock by application
Male,25,urban,Less than $25.000,Quality,None of these,,Price,Yes,67,Biometrics - photo
Female,35,suburban,$25.000 to $50.000,Friend’s recommendation,Loxone,5-10,Safety,Yes,48,Biometrics - fingerprint
Female,30,suburban,$50.000 to $75.000,Price,Google Home,10-15,Safety,Yes,80,Biometrics - photo
Female,41,suburban,$75.000 to $100.000,Price,None of these,,Smart Features,No,52,Biometrics - eyescan
Male,37,rural,$100.000 to $150.000,Brand,Amazon Alexa,,Price,Yes,,Remote unlock by application
Female,29,urban,$25.000 to $50.000,Safety,None of these,,Remote Access,No,45,Remote unlock by application
Male,29,suburban,$100.000 to $150.000,Brand,Amazon Alexa,,Safety,Yes,,Biometrics - photo
Female,26,urban,$150.000 or More,Packaging,Amazon Alexa,>15,Safety,Yes,59,NFC
Female,40,suburban,$50.000 to $75.000,Quality,None of these,,Price,No,47,Remote unlock by application
Female,27,suburban,$50.000 to $75.000,Durability,None of these,,Brand,Yes,73,Remote unlock by application
Male,34,suburban,$25.000 to $50.000,Quality,Amazon Alexa,10-15,Brand,No,51,Biometrics - photo
Male,30,urban,$150.000 or More,Packaging,Google Home,1-5,Smart Features,Yes,60,Biometrics - photo
Female,32,rural,$100.000 to $150.000,Convenience,Fibaro,10-15,Remote Access,Yes,61,Biometrics - photo
Male,37,rural,$25.000 to $50.000,Convenience,None of these,,Remote Access,Yes,50,Biometrics - eyescan
Female,35,urban,$50.000 to $75.000,Friend’s recommendation,None of these,,Brand,Yes,,NFC
Female,40,suburban,$25.000 to $50.000,Friend’s recommendation,Google Home,10-15,Safety,Yes,44,Biometrics - photo
Female,30,urban,$75.000 to $100.000,Brand,None of these,,Safety,No,60,Biometrics - fingerprint
Female,34,suburban,Less than $25.000,Price,None of these,,Price,Yes,51,Biometrics - photo
Female,41,suburban,$75.000 to $100.000,Safety,Apple Home Kit,>15,Safety,Yes,40,NFC
Male,24,urban,$150.000 or More,Packaging,None of these,,Brand,Yes,80,Biometrics - eyescan
Female,42,rural,Less than $25.000,Convenience,Nest,10-15,Remote Access,Yes,39,Remote unlock by application
Female,38,urban,$25.000 to $50.000,Price,None of these,,Safety,Yes,35,Biometrics - eyescan
Female,38,rural,$75.000 to $100.000,Convenience,None of these,,Brand,Yes,54,Bluetooth
Female,28,suburban,$75.000 to $100.000,Friend’s recommendation,Google Home,>15,Smart Features,Yes,36,Biometrics - photo
Female,41,suburban,Less than $25.000,Convenience,Nest,10-15,Price,Yes,51,Remote unlock by application
Male,34,urban,$75.000 to $100.000,Price,None of these,,Safety,No,51,Biometrics - eyescan
Male,33,urban,$75.000 to $100.000,Brand,Google Home,10-15,Smart Features,Yes,46,Remote unlock by application
Male,30,urban,Less than $25.000,Brand,Loxone,5-10,Safety,No,67,Biometrics - fingerprint
Female,31,urban,$25.000 to $50.000,Convenience,Fibaro,1-5,Remote Access,No,70,Biometrics - eyescan
Female,26,rural,$75.000 to $100.000,Convenience,iNels,,Remote Access,Yes,,Biometrics - fingerprint
Female,33,rural,$100.000 to $150.000,Convenience,None of these,,Safety,No,51,Biometrics - fingerprint
Female,41,rural,Less than $25.000,Price,None of these,,Safety,No,48,NFC
Female,40,rural,$50.000 to $75.000,Price,None of these,,Price,No,32,Bluetooth
Female,41,suburban,Less than $25.000,Brand,Loxone,1-5,Smart Features,No,29,Biometrics - photo
Female,44,urban,$100.000 to $150.000,Quality,None of these,,Safety,Yes,22,Biometrics - photo
Male,31,rural,$50.000 to $75.000,Convenience,Google Home,>15,Safety,Yes,59,Biometrics - photo
Female,31,rural,Less than $25.000,Durability,Loxone,5-10,Brand,Yes,30,Biometrics - eyescan
Male,35,urban,$50.000 to $75.000,Price,iNels,1-5,Safety,No,48,Conventional key
Male,32,rural,$100.000 to $150.000,Convenience,Amazon Alexa,10-15,Remote Access,Yes,74,Remote unlock by application
Female,26,urban,$50.000 to $75.000,Convenience,Loxone,1-5,Price,Yes,63,Remote unlock by application
Female,38,rural,Less than $25.000,Quality,None of these,,Price,No,35,Biometrics - fingerprint
Male,37,rural,$150.000 or More,Safety,Apple Home Kit,>15,Brand,Yes,48,Biometrics - fingerprint
Female,35,suburban,Less than $25.000,Price,None of these,,Safety,Yes,44,Conventional key
Female,33,suburban,$100.000 to $150.000,Durability,None of these,,Smart Features,No,44,Remote unlock by application
Male,27,suburban,$25.000 to $50.000,Safety,Google Home,>15,Remote Access,Yes,77,Biometrics - photo
Male,40,suburban,$25.000 to $50.000,Quality,Amazon Alexa,5-10,Remote Access,Yes,40,Biometrics - photo
Male,41,suburban,$25.000 to $50.000,Brand,Amazon Alexa,>15,Safety,Yes,57,Remote unlock by application
Female,25,urban,$75.000 to $100.000,Safety,None of these,,Safety,Yes,75,Biometrics - photo
Female,36,rural,$50.000 to $75.000,Convenience,None of these,,Safety,Yes,68,Biometrics - eyescan
Female,27,urban,$25.000 to $50.000,Safety,None of these,,Remote Access,Yes,77,NFC
Female,44,suburban,$150.000 or More,Quality,None of these,,Remote Access,Yes,59,Remote unlock by application
Male,33,urban,$100.000 to $150.000,Quality,None of these,,Brand,Yes,36,Biometrics - photo
Female,27,suburban,$150.000 or More,Packaging,Apple Home Kit,>15,Remote Access,Yes,59,Remote unlock by application
Male,35,rural,$150.000 or More,Friend’s recommendation,None of these,,Brand,Yes,,Biometrics - photo
Male,31,rural,Less than $25.000,Friend’s recommendation,Fibaro,1-5,Price,No,51,Remote unlock by application
Male,40,rural,$25.000 to $50.000,Durability,None of these,,Price,Yes,34,Remote unlock by application
Female,42,rural,Less than $25.000,Brand,iNels,1-5,Safety,No,41,Biometrics - eyescan
Female,32,rural,$150.000 or More,Quality,None of these,,Brand,Yes,57,Biometrics - photo
Female,31,suburban,$25.000 to $50.000,Packaging,None of these,,Safety,Yes,,NFC
Male,36,rural,$150.000 or More,Durability,None of these,,Brand,Yes,51,Biometrics - eyescan
Female,26,suburban,$150.000 or More,Packaging,Amazon Alexa,,Brand,Yes,,Conventional key
Female,41,suburban,$50.000 to $75.000,Convenience,None of these,,Safety,Yes,39,Biometrics - fingerprint
Female,39,rural,$25.000 to $50.000,Friend’s recommendation,None of these,,Price,Yes,61,Biometrics - photo
Female,34,rural,$25.000 to $50.000,Friend’s recommendation,None of these,,Smart Features,Yes,47,NFC
Female,41,urban,$150.000 or More,Quality,Loxone,,Brand,Yes,,Bluetooth
Female,42,rural,Less than $25.000,Packaging,Fibaro,1-5,Price,Yes,50,Bluetooth
Male,33,suburban,$100.000 to $150.000,Quality,Loxone,,Remote Access,No,,Biometrics - fingerprint
Male,39,urban,$150.000 or More,Brand,None of these,,Price,Yes,18,Biometrics - fingerprint
Female,31,urban,$150.000 or More,Friend’s recommendation,Apple Home Kit,>15,Brand,No,60,Biometrics - fingerprint
Female,34,suburban,$50.000 to $75.000,Durability,None of these,,Safety,No,,Biometrics - fingerprint
Female,36,urban,Less than $25.000,Packaging,None of these,,Price,Yes,49,Bluetooth
Female,30,suburban,$25.000 to $50.000,Brand,Apple Home Kit,10-15,Remote Access,Yes,59,Biometrics - photo
Female,32,suburban,$75.000 to $100.000,Safety,Google Home,1-5,Price,No,47,Biometrics - fingerprint
Male,36,rural,Less than $25.000,Price,None of these,,Price,Yes,46,Remote unlock by application
Male,26,suburban,$50.000 to $75.000,Brand,None of these,,Safety,No,68,NFC
Female,28,urban,Less than $25.000,Friend’s recommendation,Nest,5-10,Remote Access,No,60,Remote unlock by application
Male,28,suburban,$75.000 to $100.000,Price,Apple Home Kit,10-15,Safety,No,98,Biometrics - photo
Male,38,urban,$25.000 to $50.000,Quality,Loxone,1-5,Price,No,44,Biometrics - fingerprint
Male,35,suburban,$25.000 to $50.000,Friend’s recommendation,Google Home,1-5,Smart Features,Yes,51,Biometrics - photo
Female,47,urban,Less than $25.000,Friend’s recommendation,None of these,,Safety,Yes,29,Biometrics - fingerprint
Male,38,urban,$75.000 to $100.000,Brand,iNels,1-5,Price,No,37,Biometrics - photo
Female,40,suburban,$100.000 to $150.000,Packaging,Google Home,5-10,Remote Access,Yes,45,Remote unlock by application
Female,38,suburban,$75.000 to $100.000,Durability,iNels,1-5,Safety,Yes,47,Biometrics - fingerprint
Female,29,urban,$50.000 to $75.000,Convenience,None of these,,Smart Features,Yes,63,Biometrics - fingerprint
Male,35,urban,$100.000 to $150.000,Friend’s recommendation,Amazon Alexa,5-10,Smart Features,Yes,59,Remote unlock by application
Male,38,rural,$150.000 or More,Friend’s recommendation,Loxone,1-5,Remote Access,No,38,Remote unlock by application
Male,29,urban,$75.000 to $100.000,Safety,None of these,,Price,Yes,55,Bluetooth
Male,37,rural,$75.000 to $100.000,Quality,Google Home,10-15,Safety,Yes,35,Biometrics - photo
Male,33,suburban,$75.000 to $100.000,Brand,Google Home,10-15,Safety,No,47,Remote unlock by application
Female,39,rural,$100.000 to $150.000,Quality,Fibaro,5-10,Smart Features,No,54,Remote unlock by application
Female,30,suburban,$50.000 to $75.000,Friend’s recommendation,Google Home,10-15,Price,No,54,Remote unlock by application
Female,30,suburban,$100.000 to $150.000,Brand,None of these,,Safety,Yes,61,NFC
Female,30,suburban,$150.000 or More,Convenience,Loxone,10-15,Brand,No,58,Conventional key
Female,35,suburban,$100.000 to $150.000,Price,iNels,1-5,Smart Features,No,67,NFC
Male,33,urban,$100.000 to $150.000,Quality,Nest,1-5,Brand,No,60,Remote unlock by application
Male,42,rural,$75.000 to $100.000,Friend’s recommendation,Google Home,10-15,Safety,Yes,52,Remote unlock by application
Female,32,suburban,$75.000 to $100.000,Convenience,None of these,,Price,Yes,57,Biometrics - fingerprint
Female,31,rural,Less than $25.000,Safety,Nest,5-10,Price,Yes,49,Remote unlock by application
Female,32,urban,$50.000 to $75.000,Safety,Apple Home Kit,5-10,Brand,Yes,53,Remote unlock by application
Male,33,rural,$100.000 to $150.000,Brand,Apple Home Kit,>15,Brand,Yes,48,Biometrics - fingerprint
Male,32,urban,$100.000 to $150.000,Durability,Loxone,1-5,Price,No,51,Biometrics - fingerprint
Male,42,urban,$25.000 to $50.000,Friend’s recommendation,None of these,,Price,Yes,50,Biometrics - fingerprint
Male,36,rural,$50.000 to $75.000,Price,None of these,,Safety,Yes,48,Biometrics - photo
Female,38,urban,$75.000 to $100.000,Friend’s recommendation,Apple Home Kit,>15,Remote Access,No,43,Biometrics - eyescan
Female,30,urban,$150.000 or More,Friend’s recommendation,Apple Home Kit,10-15,Remote Access,Yes,58,Remote unlock by application
Female,32,suburban,Less than $25.000,Durability,None of these,,Price,Yes,41,Biometrics - fingerprint
Male,42,rural,$75.000 to $100.000,Price,Apple Home Kit,10-15,Price,Yes,50,Biometrics - fingerprint
Female,41,rural,$150.000 or More,Durability,Apple Home Kit,5-10,Brand,Yes,52,Bluetooth
Female,34,suburban,$150.000 or More,Packaging,None of these,,Remote Access,Yes,62,Remote unlock by application
Female,35,suburban,$25.000 to $50.000,Price,None of these,,Safety,Yes,,Biometrics - fingerprint
Female,42,suburban,$100.000 to $150.000,Durability,None of these,,Smart Features,Yes,35,Remote unlock by application
Male,33,urban,$75.000 to $100.000,Quality,Amazon Alexa,5-10,Smart Features,Yes,57,Bluetooth
Female,48,suburban,$75.000 to $100.000,Convenience,Nest,5-10,Safety,Yes,37,Biometrics - fingerprint
Male,41,rural,$50.000 to $75.000,Durability,None of these,,Remote Access,Yes,52,Remote unlock by application
Male,34,urban,$25.000 to $50.000,Durability,None of these,,Remote Access,Yes,57,Biometrics - fingerprint
